,Package,Version,License,Depends,Imports,Suggests,Bioc_Category,Bioc_Version,Bioc_Date
2261,frmaTools,1.2.0,GPL (>= 2),"R (>= 2.10.0),affyPLM","Biobase, methods,affy,preprocessCore, stats, utils","frma,affyPLM,hgu133aprobe,hgu133atagprobe,hgu133plus2probe,hgu133acdf,hgu133atagcdf,hgu133plus2cdf,hgu133afrmavecs,frmaExampleData",Software,2.7,2010-10-18
2262,rflowcyt,1.22.0,GPL-2,"R (>= 2.3.0),fields,hexbin,lattice,locfit, methods,prada,rfcdmin(>= 0.9.0),splancs, stats,survival,xgobi,xtable","Biobase,KernSmooth, grDevices, graphics,hexbin,lattice, methods,prada, stats,survival, utils",,Software,2.7,2010-10-18
2263,affyio,1.18.0,LGPL (>= 2),"R (>= 2.6.0), methods",,,Software,2.7,2010-10-18
2264,HilbertVis,1.8.0,GPL (>= 3),"R (>= 2.6.0), grid,lattice",,"EBImage,IRanges",Software,2.7,2010-10-18
2265,affycoretools,1.22.0,Artistic-2.0,"affy,Biobase,GO.db,KEGG.db","biomaRt,limma,GOstats,annotate,annaffy,genefilter,gcrma, splines,xtable,AnnotationDbi","affydata,hgfocuscdf,rgl",Software,2.7,2010-10-18
2266,ExpressionView,1.2.0,GPL (>= 2),"caTools,bitops","methods,isa2,eisa,GO.db,KEGG.db,AnnotationDbi","ALL,hgu95av2.db,biclust,GO.db,KEGG.db,AnnotationDbi,affy",Software,2.7,2010-10-18
2267,CNTools,1.6.0,LGPL,"methods, tools, stats,genefilter",,,Software,2.7,2010-10-18
2268,OCplus,1.24.0,LGPL,"R (>= 2.1.0),akima","multtest(>= 1.7.3), graphics, grDevices, stats",,Software,2.7,2010-10-18
2269,RLMM,1.12.0,LGPL (>= 2),R (>= 2.1.0),"graphics, grDevices,MASS, stats, utils",,Software,2.7,2010-10-18
2270,plier,1.20.1,GPL (>= 2),"R (>= 2.0), methods","affy,Biobase, methods",,Software,2.7,2010-10-18
2271,affyContam,1.8.0,Artistic-2.0,"R (>= 2.7.0), tools, methods, utils,Biobase,affy,affydata",,,Software,2.7,2010-10-18
2272,PROMISE,1.2.0,GPL (>= 2),"R (>= 2.11.0),Biobase,GSEABase","Biobase,GSEABase, stats",,Software,2.7,2010-10-18
2273,baySeq,1.4.0,GPL-3,"R (>= 2.3.0), methods",,snow,Software,2.7,2010-10-18
2274,CGEN,1.2.0,GPL-2,"R (>= 2.10.1),survival",,,Software,2.7,2010-10-18
2275,gaggle,1.18.0,GPL (>= 2),"R (>= 2.3.0),rJava(>= 0.4),graph(>= 1.10.2),RUnit(>= 0.4.17)",,,Software,2.7,2010-10-18
2276,limmaGUI,1.26.0,LGPL,"limma, tcltk",,"statmod,R2HTML,xtable,tkrplot",Software,2.7,2010-10-18
2277,LMGene,2.6.0,LGPL,"R (>= 2.10.0),Biobase(>= 2.5.5),multtest,survival,affy",,affydata,Software,2.7,2010-10-18
2278,spotSegmentation,1.24.0,GPL (>= 2),"R (>= 1.7.0),mclust",,,Software,2.7,2010-10-18
2279,MantelCorr,1.20.0,GPL (>= 2),R (>= 2.0.0),stats,,Software,2.7,2010-10-18
2280,beadarray,2.0.6,GPL-2,"Biobase(>= 2.5.5), methods","BeadDataPackR,limma","lumi,vsn,affy,hwriter",Software,2.7,2010-10-18
2281,DEDS,1.24.0,LGPL,R (>= 1.7.0),,,Software,2.7,2010-10-18
2282,CoGAPS,1.0.0,GPL (== 2),"R (>= 2.9.0), rjags(>= 2.1.0),R.utils(>= 1.2.4)","graphics, grDevices, methods, stats, utils",,Software,2.7,2010-10-18
2283,iterativeBMA,1.8.0,GPL (>= 2),"BMA,leaps,Biobase(>= 2.5.5)",,,Software,2.7,2010-10-18
2284,MassArray,1.2.0,GPL (>=2),"R (>= 2.10.0), methods","graphics, grDevices, methods, stats, utils",,Software,2.7,2010-10-18
2285,AgiMicroRna,1.4.0,GPL-3,"R (>= 2.9.0),Biobase,limma,affy(>= 1.22),preprocessCore",Biobase,"affycoretools,geneplotter,marray,gplots,gtools,gdata,codelink",Software,2.7,2010-10-18
2286,iterativeBMAsurv,1.8.0,GPL (>= 2),"BMA,leaps,survival, splines","graphics, grDevices, stats,survival, utils",,Software,2.7,2010-10-18
2287,rtracklayer,1.10.6,Artistic-2.0,"R (>= 2.7.0), methods,RCurl(>= 1.4-2)","XML(>= 1.98-0),IRanges(>= 1.8.7),GenomicRanges(>= 1.1.34),Biostrings(>= 2.15.22),BSgenome(>= 1.15.17)","humanStemCell,microRNA(>= 1.1.1),genefilter,limma,org.Hs.eg.db,BSgenome.Hsapiens.UCSC.hg19",Software,2.7,2010-10-18
2288,GOstats,2.16.0,Artistic-2.0,"Biobase(>= 1.15.29),Category(>= 2.3.26),graph","AnnotationDbi(>= 0.0.89),Biobase(>= 1.15.29),Category(>= 2.3.26),GO.db(>= 1.13.0),RBGL,annotate(>= 1.13.2),graph(>= 1.15.15), methods, stats","hgu95av2.db(>= 1.13.0),ALL,GO.db(>= 1.13.0),annotate,multtest,genefilter,RColorBrewer,Rgraphviz,xtable,SparseM",Software,2.7,2010-10-18
2289,parody,1.8.0,Artistic-2.0,"R (>= 2.5.0), methods, tools, utils",,,Software,2.7,2010-10-18
2290,GenomicRanges,1.2.3,Artistic-2.0,"R (>= 2.8.0), methods,IRanges(>= 1.7.31)","methods,IRanges","RUnit,BSgenome,GenomicFeatures,Rsamtools,EatonEtAlChIPseq,leeBamViews,org.Sc.sgd.db,BSgenome.Scerevisiae.UCSC.sacCer2",Software,2.7,2010-10-18
2291,nem,2.14.0,GPL (>= 2),"R (>= 2.0),e1071(>= 1.5),graph(>= 1.24),Rgraphviz(>= 1.22),plotrix,limma, time (>= 1.0),cluster(>= 1.11)","boot,e1071,graph, graphics, grDevices, methods,RBGL(>= 1.8.1),RColorBrewer,Rgraphviz, stats, utils",Biobase(>= 1.10),Software,2.7,2010-10-18
2292,spkTools,1.6.0,GPL (>= 2),"R (>= 2.7.0),Biobase(>= 2.5.5)","Biobase(>= 2.5.5), graphics, grDevices,gtools, methods,RColorBrewer, stats, utils",xtable,Software,2.7,2010-10-18
2293,ITALICS,2.10.0,GPL,"R (>= 2.0.0),GLAD,ITALICSData,oligo,affxparser,pd.mapping50k.xba240","affxparser,DBI,GLAD,oligo,oligoClasses, stats","pd.mapping50k.hind240,pd.mapping250k.sty,pd.mapping250k.nsp",Software,2.7,2010-10-18
2294,MiChip,1.4.0,GPL (>= 2),"R (>= 2.3.0),Biobase",Biobase,,Software,2.7,2010-10-18
2295,LPEadj,1.10.0,LGPL,LPE,"LPE, stats",,Software,2.7,2010-10-18
2296,BeadDataPackR,1.2.1,GPL-2,,,,Software,2.7,2010-10-18
2297,gcrma,2.22.0,LGPL,"R (>= 2.6.0),affy(>= 1.23.2), graphics, methods, stats, utils","Biobase,affy(>= 1.23.2),affyio(>= 1.13.3),Biostrings(>= 2.11.32), splines","affydata, tools, splines,hgu95av2cdf,hgu95av2probe",Software,2.7,2010-10-18
2298,EBImage,3.6.0,Artistic-2.0,"R (>= 2.8.0), methods, graphics, stats, utils,abind",,,Software,2.7,2010-10-18
2299,yaqcaffy,1.10.1,Artistic-2.0,"simpleaffy(>= 2.19.3), methods","simpleaffy, methods","MAQCsubsetAFX,affydata,xtable,tcltk2, tcltk",Software,2.7,2010-10-18
2300,eisa,1.2.0,GPL (>= 2),"methods,isa2,Biobase,AnnotationDbi,Category,genefilter,DBI",,"igraph(>= 0.5.2),Matrix,GOstats,GO.db,KEGG.db,biclust,MASS,xtable,ALL,hgu95av2.db",Software,2.7,2010-10-18
2301,aroma.light,1.18.4,LGPL (>= 2.1),R.methodsS3(>= 1.2.1),,"R.oo(>= 1.7.5),R.utils(>= 1.6.1),princurve(>= 1.1-10)",Software,2.7,2010-10-18
2302,RNAither,1.10.0,Artistic-2.0,"R (>= 2.7.0),topGO,RankProd,prada","geneplotter,limma,biomaRt",,Software,2.7,2010-10-18
2303,zebrafishcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2304,hu35ksubcprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2305,mgu74bprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2306,BSgenome.Scerevisiae.UCSC.sacCer1,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.7,2010-10-18
2307,hthgu133pluspmcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2308,lumiRatIDMapping,1.8.0,"The Artistic License, Version 2.0","R (>= 2.7.0),lumi(>= 1.7.14), methods,AnnotationDbi(>= 1.10.2)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2309,citrusprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2310,BSgenome.Scerevisiae.UCSC.sacCer2,1.3.16,Artistic-2.0,BSgenome(>= 1.14.2),BSgenome,,AnnotationData,2.7,2010-10-18
2311,BSgenome.Cfamiliaris.UCSC.canFam2,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.7,2010-10-18
2312,BSgenome.Celegans.UCSC.ce2,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.7,2010-10-18
2313,xlaevis2probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2314,hu35ksubc.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2315,gahgu133plus2probe,2.1.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.5.24)",,,AnnotationData,2.7,2010-10-18
2316,canineprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2317,hthgu133bprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2318,soybeanprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2319,gahgu133aprobe,2.1.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.5.24)",,,AnnotationData,2.7,2010-10-18
2320,GGHumanMethCancerPanelv1.db,1.4.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.9),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2321,lumiHumanIDMapping,1.8.0,"The Artistic License, Version 2.0","R (>= 2.7.0),lumi(>= 1.7.14), methods,AnnotationDbi(>= 1.10.2)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2322,hgu133bprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2323,mgu74av2.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2324,hu35ksubdprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2325,BSgenome.Celegans.UCSC.ce6,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.7,2010-10-18
2326,hgu133bcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2327,gahgu133b.db,2.1.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.5.24)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2328,ag.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.At.tair.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2329,bovinecdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2330,pd.genomewidesnp.5,1.1.0,"Artistic License, Version 2.0","R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2331,rat.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.15)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2332,cyp450cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2333,gahgu95ccdf,2.1.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2334,genomewidesnp5Crlmm,1.0.4,Artistic-2.0,,utils,,AnnotationData,2.7,2010-10-18
2335,pd.genomewidesnp.6,1.1.0,"Artistic License, Version 2.0","R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2336,pd.2006.07.18.hg18.refseq.promoter,1.1.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2337,rat2302.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2338,gahgu133bprobe,2.1.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.5.24)",,,AnnotationData,2.7,2010-10-18
2339,BSgenome.Gaculeatus.UCSC.gasAcu1,1.3.16,Artistic-2.0,BSgenome(>= 1.18.3),BSgenome,,AnnotationData,2.7,2010-10-18
2340,u133x3pcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2341,HsAgilentDesign026652.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2342,mogene10stprobeset.db,6.0.2,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2343,mgu74c.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2344,hom.Dm.inp.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2345,barley1probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2346,canine.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2347,hu35ksubdcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2348,oligoData,1.0.0,LGPL (>= 2),oligo,,"pd.hg.u95av2,pd.huex.1.0.st.v2,pd.mapping50k.xba240,pd.hg18.60mer.expr,pd.2006.07.18.hg18.refseq.promoter,pd.hugene.1.0.st.v1",AnnotationData,2.7,2010-10-18
2349,illuminaMousev1.db,1.8.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2350,org.Sco.eg.db,2.4.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.9.7)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2351,genomewidesnp6Crlmm,1.0.4,Artistic-2.0,,utils,,AnnotationData,2.7,2010-10-18
2352,mogene11stprobeset.db,2.0.2,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2353,malaria.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2354,yeast2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2355,ricecdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2356,rattoxfxcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2357,bovine.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2358,u133aaofav2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2359,mu11ksubbcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2360,adme16cod.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2361,org.At.tair.db,2.4.7,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.12.0)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2362,BSgenome.Athaliana.TAIR.01222004,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.7,2010-10-18
2363,r10kcod.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2364,hs25kresogen.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2365,hgfocuscdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2366,hom.Rn.inp.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2367,tomatoprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2368,saureuscdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2369,rattoxfxprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2370,ragene11sttranscriptcluster.db,2.0.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2371,pd.ht.hg.u133.plus.pm,1.1.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2372,mgug4104a.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2373,hugene10sttranscriptcluster.db,6.0.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2374,org.Sc.sgd.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2375,arabidopsis.db0,2.4.7,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.15)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2376,SNPlocs.Hsapiens.dbSNP.20080617,0.99.1,Artistic-2.0,,,,AnnotationData,2.7,2010-10-18
2377,hgu133atagcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2378,medicagoprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2379,hgu133a.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2380,nugomm1a520177.db,2.2.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2381,org.Hs.eg.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2382,mirna102xgaincdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2383,nugomm1a520177probe,2.2.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2384,hu6800subccdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2385,hthgu133b.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2386,zebrafish.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2387,pd.hg.u95av2,1.1.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2388,hom.Dr.inp.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2389,mirna10cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2390,gahgu95b.db,2.1.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.5.24)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2391,u133x3pprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2392,saureusprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2393,mirbase.db,0.4.0,file LICENSE,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2394,mouse4302probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2395,hugene10stv1probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2396,sugarcaneprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2397,pd.mapping50k.xba240,1.1.0,"Artistic License, Version 2.0","R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2398,mgu74bv2.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2399,BSgenome.Ecoli.NCBI.20080805,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.7,2010-10-18
2400,ye6100subbcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2401,test3probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2402,moe430a.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2403,wheatprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2404,rae230b.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2405,plasmodiumanophelescdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2406,moe430bcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2407,hguatlas13k.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2408,mouse.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.15)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2409,rhesuscdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2410,hgu95a.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2411,mgu74cv2probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2412,hgu219probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2413,org.Rn.eg.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2414,ath1121501cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2415,hgu95bcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2416,rgu34ccdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2417,pd.mogene.1.0.st.v1,3.0.2,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2418,mu11ksuba.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2419,ecoliasv2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
