"Package","Version","CRANRelease","SnapshotFirstDate","SnapshotLastDate","Depends","Imports","License","Suggests"
"abn","0.85","2014-12-22 09:29:08","2014-12-11","2015-04-20","Cairo, R (>= 2.15.1)",,"GPL (>= 2)","INLA, Rgraphviz"
"abundant","1.0","2013-07-03 17:51:22","2013-09-03","2015-04-20","R (>= 2.10), QUIC",,"GPL-2",
"accelerometry","2.0","2013-09-01 06:51:32","2013-09-03","2014-02-10","R (>= 2.14.1), Rcpp (>= 0.10.4)",,"GPL-2",
"accelerometry","2.1","2014-02-08 08:10:42","2014-02-11","2014-02-26","R (>= 2.10)","Rcpp (>= 0.11.0)","GPL-2",
"accelerometry","2.2","2014-02-26 00:45:31","2014-02-27","2014-03-21","R (>= 3.0.0)","Rcpp (>= 0.11.0)","GPL-2",
"accelerometry","2.2.1","2014-03-20 21:10:55","2014-03-22","2014-08-13","R (>= 3.0.0)","Rcpp (>= 0.11.0)","GPL-2",
"accelerometry","2.2.2","2014-08-11 05:56:46","2014-08-14","2014-11-26","R (>= 3.0.0)","Rcpp (>= 0.11.0)","GPL-2",
"accelerometry","2.2.3","2014-11-24 08:25:43","2014-11-27","2014-12-10","R (>= 3.0.0)","Rcpp (>= 0.11.0)","GPL-2",
"accelerometry","2.2.4","2014-12-09 22:43:15","2014-12-11","2015-04-20","R (>= 3.0.0)","Rcpp (>= 0.11.0)","GPL-2",
"accrual","1.0","2014-02-24 18:22:48","2014-02-27","2015-04-20","R(>= 2.8.0), tcltk","fgui,SMPracticals","GPL-2",
"accrued","1.0","2013-09-01 06:51:44","2013-09-03","2014-06-13","R (>= 3.0), grid",,"GPL-3",
"accrued","1.1","2014-06-11 23:22:57","2014-06-14","2014-09-10","R (>= 3.0), grid",,"GPL-3",
"accrued","1.2","2014-09-08 22:57:30","2014-09-11","2015-04-20","R (>= 3.0), grid",,"GPL-3",
"acepack","1.3-3.3","2014-11-24 12:48:55","2013-09-03","2015-04-20",,,"MIT + file LICENSE",
"acer","0.1.2","2012-08-22 23:27:12","2013-09-03","2014-09-22","Rcpp",,"GPL-3",
"acid","1.0","2014-12-05 01:30:22","2014-12-06","2015-04-20","gamlss,gamlss.dist,Hmisc",,"GPL-3","ineq"
"acm4r","1.0","2013-12-28 06:59:23","2013-12-31","2015-04-20","MASS",,"GPL",
"acnr","0.2.4","2014-11-19 11:43:33","2014-11-22","2015-04-20","R (>= 2.10), R.utils, xtable",,"LGPL (>= 2.1)",
"acopula","0.9.2","2013-07-31 15:23:57","2013-09-03","2015-04-20",,,"GPL-2","mvtnorm"
"acp","1.0","2014-07-23 15:30:56","2014-07-26","2015-01-09","tseries",,"GPL-2",
"acp","1.1","2015-01-08 12:47:51","2015-01-10","2015-04-20","tseries",,"GPL-2",
"acs","1.1","2013-07-12 22:46:07","2013-09-03","2014-01-24","R (>= 2.10), stringr, methods, plyr, XML",,"GPL-3",""
"acs","1.2","2014-01-22 21:30:23","2014-01-25","2015-04-20","R (>= 2.10)","stringr, methods, plyr, XML","GPL-3",""
"acss","0.1-1","2014-04-06 07:26:40","2014-04-08","2014-06-02","R (>= 2.15.0), acss.data","zoo","GPL (>= 2)",
"acss","0.2-4","2014-06-01 08:19:32","2014-06-03","2014-11-26","R (>= 2.15.0), acss.data","zoo","GPL (>= 2)","effects"
"acss","0.2-5","2014-11-25 08:45:19","2014-11-27","2015-04-20","R (>= 2.15.0), acss.data","zoo","GPL (>= 2)","effects, lattice"
"acss.data","1.0","2014-04-05 18:54:49","2014-04-08","2015-04-20","R (>= 2.10)",,"GPL (>= 2)",
"activity","1.0","2014-09-29 15:07:51","2014-10-02","2015-04-20","methods","circular, overlap, pbapply,","GPL-3",
"actuar","1.1-6","2013-01-13 08:11:12","2013-09-03","2014-12-12","R (>= 2.6.0)","stats, graphics","GPL (>= 2)","MASS"
"actuar","1.1-7","2014-12-11 19:35:37","2014-12-13","2014-12-17","R (>= 2.6.0)","stats, graphics","GPL (>= 2)","MASS"
"actuar","1.1-8","2014-12-16 04:44:12","2014-12-18","2015-04-20","R (>= 2.6.0)","stats, graphics","GPL (>= 2)","MASS"
"ada","2.0-3","2012-06-25 16:57:04","2013-09-03","2015-04-20","R(>= 2.10),rpart",,"GPL",
"adabag","3.2","2013-08-16 18:25:08","2013-09-03","2014-12-22","rpart, mlbench, caret",,"GPL (>= 2)",
"adabag","4.0","2014-12-21 21:11:24","2014-12-23","2015-04-20","rpart, mlbench, caret",,"GPL (>= 2)",
"adagio","0.4.3","2012-11-17 15:12:00","2013-09-03","2013-09-30",,,"GPL (>= 3)",
"adagio","0.5.9","2013-09-28 11:50:31","2013-10-01","2015-04-20",,,"GPL (>= 3)",
"adaptDA","1.0","2014-09-18 01:00:35","2014-09-20","2015-04-20","MASS",,"GPL-2",
"adaptMCMC","1.1","2012-06-22 11:34:12","2013-09-03","2015-04-20","R (>= 2.14.1), parallel, coda, Matrix",,"GPL (>= 2)",
"adaptTest","1.0","2009-10-16 12:39:05","2013-09-03","2015-04-20","lattice",,"GPL (>= 2)",
"adaptivetau","1.1","2013-07-28 08:22:35","2013-09-03","2013-11-13","R (>= 2.10.1)",,"GPL (>= 3)",
"adaptivetau","1.1-1","2013-11-11 16:46:29","2013-11-14","2014-03-26","R (>= 2.10.1)",,"GPL (>= 3)",
"adaptivetau","2.0","2014-03-24 16:55:25","2014-03-27","2014-05-09","R (>= 2.10.1)",,"GPL (>= 3)",
"adaptivetau","2.1","2014-05-08 16:45:16","2014-05-10","2014-11-21","R (>= 2.10.1)",,"GPL (>= 3)",
"adaptivetau","2.2","2014-11-19 23:10:00","2014-11-22","2015-04-20","R (>= 2.10.1)",,"GPL (>= 3)",
"adaptsmoFMRI","1.1","2013-01-19 16:27:52","2013-09-03","2015-04-20","R(>= 2.15.2), Matrix, coda, mvtnorm, MCMCpack, spatstat, parallel",,"GPL-2",
"additivityTests","1.0.0","2014-01-08 23:11:57","2014-01-10","2014-01-20",,,"GPL-3",
"additivityTests","1.1-2","2014-01-17 07:52:26","2014-01-21","2014-12-24",,,"GPL-3","knitr"
"additivityTests","1.1-4","2014-12-24 01:34:30","2014-12-25","2015-04-20",,,"GPL-3","knitr"
"addreg","1.2","2014-10-29 07:36:15","2014-11-04","2015-04-20","R (>= 3.0.1)","splines, combinat, glm2","GPL (>= 2)",
"ade4","1.5-2","2013-04-11 14:36:28","2013-09-03","2013-11-22","R (>= 2.10)",,"GPL (>= 2)","waveslim, splancs, MASS, maptools, spdep, pixmap, ape, deldir, ade4TkGUI"
"ade4","1.6-2","2013-11-20 15:14:35","2013-11-23","2015-04-15","R (>= 2.10)",,"GPL (>= 2)","waveslim, splancs, MASS, maptools, spdep, pixmap, ape, deldir, ade4TkGUI"
"ade4","1.7-2","2015-04-14 13:47:52","2015-04-16","2015-04-20","R (>= 2.10)","methods","GPL (>= 2)","waveslim, splancs, MASS, maptools, spdep, pixmap, ape, deldir, ade4TkGUI, adegraphics, sp, lattice"
"ade4TkGUI","0.2-6","2012-11-13 07:57:23","2013-09-03","2015-04-20","ade4 (>= 1.4-3), tcltk",,"GPL (>= 2)","tkrplot, pixmap"
"adegenet","1.3-9.2","2013-08-10 00:57:13","2013-09-03","2014-03-17","R (>= 2.14), ade4, methods","utils, stats, MASS, igraph, ape","GPL (>= 2)","genetics, spdep, tripack, pegas, seqinr, adehabitat, parallel, akima, maps, splancs, hierfstat"
"adegenet","1.4-0","2014-03-14 15:29:23","2014-03-18","2014-03-19","R (>= 2.14), methods, ade4","utils, stats, MASS, igraph, ape, shiny, ggplot2","GPL (>= 2)","genetics, spdep, tripack, pegas, seqinr, adehabitat, parallel, akima, maps, splancs, hierfstat"
"adegenet","1.4-1","2014-03-18 18:20:52","2014-03-20","2014-05-16","R (>= 2.14), methods, ade4","utils, stats, MASS, igraph, ape, shiny, ggplot2","GPL (>= 2)","genetics, spdep, tripack, pegas, seqinr, adehabitat, parallel, akima, maps, splancs, hierfstat"
"adegenet","1.4-2","2014-05-13 07:44:40","2014-05-17","2015-04-20","R (>= 2.14), methods, ade4","utils, stats, MASS, igraph, ape, shiny, ggplot2","GPL (>= 2)","genetics, spdep, tripack, pegas, seqinr, adehabitat, parallel, akima, maps, splancs, hierfstat"
"adegraphics","1.0-1","2015-04-14 13:47:39","2015-04-16","2015-04-20","R (>= 3.0.2)","ade4, grid, KernSmooth, lattice, methods, RColorBrewer, sp (>= 1.0-16)","GPL (>= 2)","Guerry, maptools, pixmap, spdep, splancs"
"adehabitat","1.8.12","2013-01-11 16:23:58","2013-09-03","2014-04-25","R (>= 2.10.0), ade4, tkrplot, shapefiles",,"GPL (>= 2)","gpclib, sp, spatstat, MASS, CircStats"
"adehabitat","1.8.13","2014-04-24 18:50:14","2014-04-26","2014-04-28","R (>= 2.10.0), ade4, tkrplot, shapefiles, sp",,"GPL (>= 2)","spatstat, MASS, CircStats"
"adehabitat","1.8.14","2014-04-25 10:58:06","2014-04-29","2014-12-19","R (>= 2.10.0), ade4, tkrplot, shapefiles, sp",,"GPL (>= 2)","spatstat, MASS, CircStats"
"adehabitat","1.8.15","2014-12-17 23:03:53","2014-12-20","2015-03-30","R (>= 2.10.0), ade4, tkrplot, shapefiles, sp",,"GPL (>= 2)","spatstat, MASS, CircStats"
"adehabitat","1.8.17","2015-03-27 17:28:40","2015-03-31","2015-04-20","R (>= 2.10.0), ade4, tkrplot, shapefiles, sp, graphics",,"GPL (>= 2)","spatstat, MASS, CircStats"
"adehabitatHR","0.4.10","2013-09-23 10:09:37","2013-09-26","2014-03-10","R (>= 2.10.0), sp, methods, deldir, ade4, adehabitatMA, adehabitatLT",,"GPL (>= 2)","maptools, tkrplot, MASS, rgeos"
"adehabitatHR","0.4.11","2014-03-08 17:34:05","2014-03-11","2014-12-19","R (>= 3.0.1), sp, methods, deldir, ade4, adehabitatMA, adehabitatLT",,"GPL (>= 2)","maptools, tkrplot, MASS, rgeos"
"adehabitatHR","0.4.12","2014-12-17 23:03:37","2014-12-20","2015-03-30","R (>= 3.0.1), sp, methods, deldir, ade4, adehabitatMA, adehabitatLT",,"GPL (>= 2)","maptools, tkrplot, MASS, rgeos"
"adehabitatHR","0.4.13","2015-03-27 15:34:20","2015-03-31","2015-04-20","R (>= 3.0.1), sp, methods, deldir, ade4, adehabitatMA, adehabitatLT",,"GPL (>= 2)","maptools, tkrplot, MASS, rgeos"
"adehabitatHR","0.4.7","2013-04-25 07:14:12","2013-09-03","2013-09-25","R (>= 2.10.0), sp, methods, deldir, ade4, adehabitatMA, adehabitatLT",,"GPL (>= 2)","maptools, tkrplot, MASS, rgeos, gpclib"
"adehabitatHS","0.3.10","2014-12-17 23:03:41","2014-12-20","2015-03-30","R (>= 3.0.1), sp, methods, ade4, adehabitatMA, adehabitatHR",,"GPL (>= 2)","maptools, tkrplot, MASS, rgeos"
"adehabitatHS","0.3.11","2015-03-27 15:34:24","2015-03-31","2015-04-20","R (>= 3.0.1), sp, methods, ade4, adehabitatMA, adehabitatHR",,"GPL (>= 2)","maptools, tkrplot, MASS, rgeos"
"adehabitatHS","0.3.6","2013-04-09 08:54:55","2013-09-03","2013-09-25","R (>= 2.10.0), sp, methods, ade4, adehabitatMA, adehabitatHR",,"GPL (>= 2)","maptools, tkrplot, MASS, rgeos"
"adehabitatHS","0.3.8","2013-09-23 12:31:32","2013-09-26","2014-03-10","R (>= 2.10.0), sp, methods, ade4, adehabitatMA, adehabitatHR",,"GPL (>= 2)","maptools, tkrplot, MASS, rgeos"
"adehabitatHS","0.3.9","2014-03-08 17:34:08","2014-03-11","2014-12-19","R (>= 3.0.1), sp, methods, ade4, adehabitatMA, adehabitatHR",,"GPL (>= 2)","maptools, tkrplot, MASS, rgeos"
"adehabitatLT","0.3.12","2013-06-20 15:19:01","2013-09-03","2013-09-25","R (>= 2.10.0), sp, methods, ade4, adehabitatMA, CircStats",,"GPL (>= 2)","maptools, tkrplot, MASS"
"adehabitatLT","0.3.14","2013-09-23 10:09:34","2013-09-26","2014-04-28","R (>= 2.10.0), sp, methods, ade4, adehabitatMA, CircStats",,"GPL (>= 2)","maptools, tkrplot, MASS"
"adehabitatLT","0.3.15","2014-04-27 08:15:23","2014-04-29","2014-06-04","R (>= 2.10.0), sp, methods, ade4, adehabitatMA, CircStats",,"GPL (>= 2)","maptools, tkrplot, MASS"
"adehabitatLT","0.3.16","2014-06-02 14:41:38","2014-06-05","2014-12-19","R (>= 2.10.0), sp, methods, ade4, adehabitatMA, CircStats",,"GPL (>= 2)","maptools, tkrplot, MASS"
"adehabitatLT","0.3.17","2014-12-17 23:03:45","2014-12-20","2015-03-30","R (>= 2.10.0), sp, methods, ade4, adehabitatMA, CircStats",,"GPL (>= 2)","maptools, tkrplot, MASS"
"adehabitatLT","0.3.19","2015-03-29 08:34:03","2015-03-31","2015-04-20","R (>= 2.10.0), sp, methods, ade4, adehabitatMA, CircStats, stats",,"GPL (>= 2)","maptools, tkrplot, MASS"
"adehabitatMA","0.3.6","2013-03-13 12:48:34","2013-09-03","2013-09-25","R (>= 2.10.0), sp, methods",,"GPL (>= 2)","maptools, tkrplot, MASS"
"adehabitatMA","0.3.8","2013-09-23 10:09:28","2013-09-26","2015-03-30","R (>= 2.10.0), sp, methods",,"GPL (>= 2)","maptools, tkrplot, MASS"
"adehabitatMA","0.3.9","2015-03-27 15:34:30","2015-03-31","2015-04-20","R (>= 2.10.0), sp, methods",,"GPL (>= 2)","maptools, tkrplot, MASS"
"adephylo","1.1-5","2013-08-10 13:51:50","2013-09-03","2013-12-02","methods","phylobase, ape, ade4, adegenet","GPL (>= 2)",""
"adephylo","1.1-6","2013-11-30 10:11:59","2013-12-03","2015-04-20","methods, ade4","phylobase, ape, adegenet","GPL (>= 2)",""
"adhoc","1.0","2013-12-13 12:42:12","2013-12-17","2015-04-20","R (>= 2.15), spider, ape, polynom",,"GPL (>= 2)",
"adimpro","0.7.8","2012-11-13 14:25:37","2013-09-03","2015-04-20","R (>= 2.12.0), grDevices",,"GPL (>= 2)",
"adk","1.0-2","2012-10-29 08:58:10","2013-09-03","2013-12-04",,,"GPL (>= 2)",
"adlift","1.3-2","2012-11-06 12:46:09","2013-09-03","2015-04-20","EbayesThresh",,"GPL",
"ads","1.3-3","2013-08-02 16:31:37","2013-09-03","2014-01-08","ade4",,"GPL-2","spatstat"
"ads","1.4","2014-01-07 16:11:11","2014-01-09","2014-04-23","ade4, spatstat",,"GPL-2",
"ads","1.5-2.1","2014-04-22 14:04:56","2014-04-24","2015-01-14",,"ade4, spatstat","GPL-2",
"ads","1.5-2.2","2015-01-13 14:49:26","2015-01-15","2015-04-20",,"ade4, spatstat","GPL-2",
"adwave","1.0","2014-10-10 21:54:20","2014-10-14","2015-04-20","R (>= 2.10), waveslim",,"GPL (>= 2)",
"aemo","0.1.0","2014-06-21 10:44:41","2014-06-24","2015-04-20","R (>= 3.1.0)","dplyr (>= 0.2), stringr (>= 0.6.2), assertthat (>= 0.1), lubridate (>= 1.3.3)","GPL-2","testthat, httr (>= 0.3)"
"afex","0.10-113","2014-08-05 00:25:52","2014-08-07","2014-10-13","R (>= 3.0.0), car, lme4 (>= 1.0.5), pbkrtest (>= 0.3-6), reshape2","stringr, coin, Matrix","GPL (>= 3)","ascii, xtable, parallel, plyr"
"afex","0.11-131","2014-10-12 01:56:56","2014-10-14","2014-11-05","R (>= 3.0.0), car, lme4 (>= 1.0.5), reshape2","stringr, coin, Matrix, pbkrtest (>= 0.3-6)","GPL (>= 3)","ascii, xtable, parallel, plyr, optimx, nloptr"
"afex","0.12-135","2014-11-03 15:05:39","2014-11-06","2015-01-14","R (>= 3.0.0), car, lme4 (>= 1.0.5), reshape2","stringr, coin, Matrix, pbkrtest (>= 0.3-6)","GPL (>= 3)","ascii, xtable, parallel, plyr, optimx, nloptr"
"afex","0.13-145","2015-01-12 22:52:31","2015-01-15","2015-04-20","R (>= 3.0.0), car, lme4 (>= 1.0.5), reshape2","stringr, coin, Matrix, pbkrtest (>= 0.3-6)","GPL (>= 3)","ascii, xtable, parallel, plyr, optimx, nloptr"
"afex","0.5-71","2013-05-29 17:33:28","2013-09-03","2013-09-27","R (>= 2.14.0), coin, car, lme4, pbkrtest (>= 0.3-2), reshape2, stringr",,"GPL (>= 3)","ascii, xtable"
"afex","0.6-82","2013-09-26 16:05:08","2013-09-28","2013-12-06","R (>= 2.14.0), coin, car, lme4 (>= 1.0.4), pbkrtest (>= 0.3-2)","reshape2, stringr","GPL (>= 3)","ascii, xtable, parallel"
"afex","0.7-90","2013-12-04 14:56:12","2013-12-07","2014-02-24","R (>= 2.14.0), coin, car, lme4 (>= 1.0.4), pbkrtest (>= 0.3-6)","reshape2, stringr","GPL (>= 3)","ascii, xtable, parallel"
"afex","0.8-94","2014-02-23 12:09:57","2014-02-25","2014-04-25","R (>= 2.14.0), car, lme4 (>= 1.0.4), pbkrtest (>= 0.3-6), reshape2","stringr, coin","GPL (>= 3)","ascii, xtable, parallel"
"afex","0.9-109","2014-04-24 10:10:15","2014-04-26","2014-08-06","R (>= 3.0.0), car, lme4 (>= 1.0.5), pbkrtest (>= 0.3-6), reshape2","stringr, coin, Matrix","GPL (>= 3)","ascii, xtable, parallel"
"aftgee","0.3-20","2013-05-16 08:15:10","2013-09-03","2013-12-23",,"MASS, BB, survival, geepack","GPL (>= 3)",
"aftgee","0.4-1","2014-01-27 12:55:40","2014-01-30","2014-02-07",,"MASS, BB, survival, geepack","GPL (>= 3)",
"aftgee","0.4-2","2014-02-05 07:41:51","2014-02-08","2014-04-14",,"MASS, BB, survival, geepack","GPL (>= 3)",
"aftgee","0.4-3","2014-04-13 23:52:27","2014-04-15","2014-11-14",,"MASS, BB, survival, geepack","GPL (>= 3)","copula"
"aftgee","1.0-0","2014-11-13 08:06:36","2014-11-15","2015-04-20",,"MASS, BB, survival, geepack","GPL (>= 3)","copula"
"agRee","0.2-2","2013-07-23 18:00:02","2013-09-03","2014-06-06","R (>= 2.15.0), miscF (>= 0.1-2)",,"GPL",
"agRee","0.3-1","2014-06-04 17:57:17","2014-06-07","2015-04-20","R (>= 3.0.2), miscF (>= 0.1-2), lme4 (>= 1.0-4)","R2jags (>= 0.03-11),","GPL",
"ageprior","0.9.2","2012-10-29 08:58:11","2013-09-03","2013-12-13",,,"GPL (>= 2)",
"aggrisk","1.0","2012-10-29 08:58:11","2013-09-03","2013-12-23","R (>= 2.10)",,"GPL (>= 2)",
"agop","0.1-3","2013-06-27 16:54:20","2013-09-03","2014-09-15","R (>= 2.12.0), base, stats, grDevices, graphics, Matrix, igraph",,"LGPL (>= 3)","testthat"
"agop","0.1-4","2014-09-14 23:59:32","2014-09-16","2015-04-20","R (>= 2.12.0), stats, grDevices, graphics, Matrix, igraph",,"LGPL (>= 3)",
"agricolae","1.1-4","2013-04-09 17:19:06","2013-09-03","2013-11-06",,,"GPL","akima, klaR, MASS, lme4, cluster"
"agricolae","1.1-5","2013-11-04 14:53:45","2013-11-07","2013-12-04",,,"GPL","akima, klaR, MASS, lme4, cluster"
"agricolae","1.1-6","2013-12-02 21:27:52","2013-12-05","2014-01-08",,,"GPL","akima, klaR, MASS, nlme, cluster"
"agricolae","1.1-7","2014-01-06 17:18:50","2014-01-09","2014-02-24",,,"GPL","akima, klaR, MASS, nlme, cluster"
"agricolae","1.1-8","2014-02-21 16:47:45","2014-02-25","2014-06-20",,,"GPL","akima, klaR, MASS, nlme, cluster"
"agricolae","1.1-9","2014-06-18 18:19:08","2014-06-21","2014-07-02",,,"GPL","akima, klaR, MASS, nlme, cluster, spdep"
"agricolae","1.2-0","2014-07-01 00:51:31","2014-07-03","2014-09-03",,,"GPL","akima, klaR, MASS, nlme, cluster, spdep"
"agricolae","1.2-1","2014-09-01 17:45:58","2014-09-04","2015-04-20",,"klaR, MASS, nlme, cluster, spdep","GPL",
"agridat","1.10","2014-11-26 18:49:25","2014-11-29","2015-03-04",,"grid, lattice, pcaMethods, reshape2","GPL-2","agricolae (>= 1.2), car, coin, corrgram, equivalence, FrF2, gam, gstat, HH, knitr, latticeExtra, lme4 (>= 1.1-5), lucid, mapproj, maps, MASS, MCMCglmm, mgcv, nlme, pls, pscl, sp, survival, vcd"
"agridat","1.11","2015-03-03 22:37:45","2015-03-05","2015-04-20",,"grid, lattice, reshape2","GPL-2","AER, agricolae (>= 1.2), betareg, car, coin, corrgram, effects, equivalence, FrF2, gam, gstat, HH, knitr, latticeExtra, lme4 (>= 1.1-5), lucid, mapproj, maps, MASS, MCMCglmm, mgcv, nlme, ordinal, pls, pscl, qtl, sp, survival, vcd"
"agridat","1.6","2013-06-04 08:48:12","2013-09-03","2013-09-09","grid, lattice, reshape2",,"GPL-2","agricolae, aod, car, corrgram, equivalence, exactRankTests, FrF2, gam, gstat, hglm, HH, latticeExtra, lme4, mapproj, maps, MASS, MCMCglmm, mgcv, nlme, pls, survival,"
"agridat","1.7","2013-09-06 23:39:39","2013-09-10","2013-09-23","grid, lattice, reshape2",,"GPL-2","agricolae, car, corrgram, equivalence, exactRankTests, FrF2, gam, gstat, HH, latticeExtra, lme4, mapproj, maps, MASS, MCMCglmm, mgcv, nlme, pls, sp, survival, vcd"
"agridat","1.8","2013-09-23 07:52:34","2013-09-24","2014-06-23","grid, lattice, reshape2",,"GPL-2","agricolae, car, coin, corrgram, equivalence, FrF2, gam, gstat, HH, latticeExtra, lme4 (>= 1.0), mapproj, maps, MASS, MCMCglmm, mgcv, nlme, pls, sp, survival, vcd"
"agridat","1.8.1","2014-06-21 08:12:08","2014-06-24","2014-07-04","grid, lattice, reshape2",,"GPL-2","agricolae, car, coin, corrgram, equivalence, FrF2, gam, gstat, HH, latticeExtra, lme4 (>= 1.0), mapproj, maps, MASS, MCMCglmm, mgcv, nlme, pls, sp, survival, vcd"
"agridat","1.9","2014-07-02 10:17:30","2014-07-05","2014-11-28","grid, lattice, reshape2",,"GPL-2","agricolae (>= 1.2), car, coin, corrgram, equivalence, FrF2, gam, gstat, HH, knitr, latticeExtra, lme4 (>= 1.1-5), mapproj, maps, MASS, MCMCglmm, mgcv, nlme, pcaMethods, pls, sp, survival, vcd"
"agrmt","1.31","2013-06-28 23:35:32","2013-09-03","2014-09-26",,,"GPL-3",
"agrmt","1.35","2014-09-25 10:27:58","2014-09-27","2014-12-08",,,"GPL-3",
"agrmt","1.39","2014-12-06 23:19:00","2014-12-09","2015-04-20",,,"GPL-3",
"agsemisc","1.3-1","2014-07-31 15:38:09","2014-08-02","2015-04-20","R (>= 2.12.0), lattice","grid, MASS","GPL-2",
"ahaz","1.14","2013-06-03 11:45:57","2013-09-03","2015-04-20","R (>= 2.10), survival, Matrix",,"GPL-2",
"aidar","1.0.0","2013-12-11 21:05:23","2013-12-14","2015-04-20","XML",,"LGPL (>= 2)","testthat"
"akima","0.5-10","2013-03-01 08:50:13","2013-09-03","2013-09-18","R (>= 2.0.0)",,"file LICENSE",
"akima","0.5-11","2013-09-16 14:11:48","2013-09-19","2015-04-20","R (>= 2.0.0)",,"ACM | file LICENSE",
"akmeans","1.0","2013-01-04 09:00:49","2013-09-03","2014-05-09",,,"GPL-2",
"akmeans","1.1","2014-05-09 00:47:46","2014-05-10","2015-04-20",,,"GPL-2",
"alabama","2011.9-1","2012-10-29 08:58:12","2013-09-03","2014-12-03","R (>= 2.10.1), numDeriv",,"GPL (>= 2)",
"alabama","2014.12-1","2014-12-02 00:37:55","2014-12-04","2015-03-06","R (>= 2.10.1), numDeriv",,"GPL (>= 2)",
"alabama","2015.3-1","2015-03-06 00:44:39","2015-03-07","2015-04-20","R (>= 2.10.1), numDeriv",,"GPL (>= 2)",
"ald","1.0","2015-01-28 07:39:05","2015-01-31","2015-04-20",,,"GPL (>= 2)",
"algstat","0.0.0","2014-04-29 17:11:51","2014-05-01","2014-07-14","mpoly","stringr, reshape2, Rcpp","GPL-2",
"algstat","0.0.1","2014-07-13 08:11:13","2014-07-15","2014-08-11","mpoly","stringr, reshape2, Rcpp","GPL-2",
"algstat","0.0.2","2014-12-06 02:23:38","2014-12-09","2015-04-20","mpoly","stringr, reshape2, Rcpp","GPL-2",
"allan","1.01","2012-10-29 08:58:12","2013-09-03","2015-04-20","biglm",,"GPL",
"allanvar","1.0","2012-10-29 08:58:12","2013-09-03","2015-04-20","R (>= 2.10.0), gplots",,"GPL-2",
"alleHap","0.7.2","2014-08-10 17:40:23","2014-08-12","2015-04-20",,"gtools","GPL (>= 2)",
"allelematch","2.03","2013-01-14 18:29:40","2013-09-03","2014-09-19","dynamicTreeCut",,"GPL (>= 2)",
"allelematch","2.5","2014-09-19 00:14:51","2014-09-20","2015-04-20","dynamicTreeCut",,"GPL (>= 2)",
"allelic","0.1","2006-05-24 08:12:01","2013-09-03","2015-04-20",,,"GPL (>= 2)",
"alm","0.1","2013-10-05 20:05:04","2013-10-10","2013-11-04",,"ggplot2, RCurl, RJSONIO, plyr, stringr, reshape, reshape2, httr, grid, lubridate","CC0","testthat, roxygen2, rplos, knitr, rjson"
"alm","0.1.1","2013-11-02 01:23:59","2013-11-05","2014-04-07",,"ggplot2, RCurl, RJSONIO, plyr, stringr, reshape, reshape2, httr, grid, lubridate","CC0","testthat, roxygen2, rplos, knitr, rjson"
"alm","0.1.4","2014-04-05 00:59:10","2014-04-08","2014-04-23",,"ggplot2, RCurl, plyr, stringr, reshape, reshape2, httr, grid, RJSONIO, lubridate","CC0","testthat, roxygen2, rplos, knitr, jsonlite"
"alm","0.1.6","2014-04-22 22:10:48","2014-04-24","2014-06-13",,"ggplot2, RCurl, plyr, stringr, reshape, reshape2, httr, grid, RJSONIO, lubridate","CC0","testthat, roxygen2, rplos, knitr, jsonlite"
"alm","0.1.8","2014-06-11 08:27:55","2014-06-14","2014-06-20",,"ggplot2, RCurl, plyr, stringr, reshape, reshape2, httr, grid, RJSONIO, lubridate","CC0","testthat, roxygen2, rplos, knitr, jsonlite"
"alm","0.1.9","2014-06-19 01:11:32","2014-06-21","2014-11-03",,"ggplot2, RCurl, plyr, stringr, reshape, reshape2, httr, grid, RJSONIO, lubridate","CC0","testthat, roxygen2, rplos, knitr, jsonlite"
"alm","0.3.1","2014-10-29 22:03:18","2014-11-04","2015-03-16",,"ggplot2, plyr, stringr, reshape, reshape2, httr, grid, jsonlite, lubridate","MIT + file LICENSE","testthat, roxygen2, rplos, knitr"
"alm","0.4.0","2015-03-13 20:22:08","2015-03-17","2015-04-20",,"ggplot2, plyr, stringr, reshape, reshape2, httr, grid, jsonlite, lubridate","MIT + file LICENSE","testthat, roxygen2, rplos, knitr"
"alphahull","0.2-1","2011-10-23 12:08:40","2013-09-03","2013-11-29","tripack, sgeostat, splancs",,"file LICENSE","deldir"
"alphahull","1.0","2013-11-28 12:27:29","2013-11-30","2015-03-23","tripack, sgeostat, splancs",,"file LICENSE",
"alphahull","2.0","2015-03-20 18:22:12","2015-03-24","2015-04-20","ggplot2, tripack, sgeostat, spatstat, splancs",,"file LICENSE",
"alphashape3d","1.0-3","2013-06-05 13:55:10","2013-09-03","2014-01-14","geometry, rgl",,"GPL-2",
