,Package,Version,License,Depends,Imports,Suggests,BiocCategory,BiocVersion,BiocDate
2495,rguatlas4k.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2496,h20kcod.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2497,hthgu133a.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2498,pd.hg18.60mer.expr,2.4.1,"Artistic License, Version 2.0","R (>= 2.5.0), methods,RSQLite(>= 0.4-15),oligoClasses(>= 1.1.9),DBI",,,AnnotationData,2.7,2010-10-18
2499,ratCHRLOC,2.1.6,"The Artistic License, Version 2.0",R(>= 2.7.0),,,AnnotationData,2.7,2010-10-18
2500,hthgu133bcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2501,LAPOINTE.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2502,mu6500subdcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2503,tomatocdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2504,rgug4130a.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2505,rgu34aprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2506,hgubeta7.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2507,hgu133a2.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2508,mu19ksubc.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2509,hgu133plus2probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2510,hgfocusprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2511,BSgenome.Athaliana.TAIR.TAIR9,1.3.16,Artistic-2.0,BSgenome(>= 1.18.2),BSgenome,,AnnotationData,2.7,2010-10-18
2512,pd.mouse430.2,1.1.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2513,human370v1cCrlmm,1.0.2,Artistic-2.0,,utils,,AnnotationData,2.7,2010-10-18
2514,pd.mapping50k.hind240,1.1.0,"Artistic License, Version 2.0","R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2515,hu35ksubb.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2516,ragene10sttranscriptcluster.db,5.0.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2517,rae230bcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2518,rae230a.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2519,htmg430pmprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2520,moe430acdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2521,BSgenome.Amellifera.BeeBase.assembly4,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.7,2010-10-18
2522,htratfocusprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2523,mgu74av2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2524,hu35ksuba.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2525,rgu34bprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2526,hom.Mm.inp.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2527,pd.feinberg.hg18.me.hx1,0.99.2,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2528,nugomm1a520177cdf,2.2.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2529,poplarprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2530,h10kcod.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2531,BSgenome.Ggallus.UCSC.galGal3,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.7,2010-10-18
2532,mi16cod.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2533,gahgu95bcdf,2.1.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2534,ath1121501probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2535,JazaeriMetaData.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2536,yeast2probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2537,hcg110.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2538,hgu95bprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2539,lumiRatAll.db,1.12.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.5.23),org.Rn.eg.db","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2540,mgu74bv2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2541,hugene10stprobeset.db,6.0.2,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2542,caninecdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2543,hgu95aprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2544,rgu34cprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2545,hgu95cprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2546,illuminaMousev1p1.db,1.8.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2547,lumiMouseIDMapping,1.8.0,"The Artistic License, Version 2.0","R (>= 2.7.0),lumi(>= 1.7.14), methods,AnnotationDbi(>= 1.10.2)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2548,maizecdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2549,hu6800subbcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2550,mgu74cv2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2551,MoExExonProbesetLocation,1.0.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.8.1)",,,AnnotationData,2.7,2010-10-18
2552,hgug4112a.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2553,org.Xl.eg.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2554,mu11ksubacdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2555,gahgu95d.db,2.1.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.5.24)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2556,ecoliSakai.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2557,mgu74av2probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2558,gahgu95ecdf,2.1.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2559,xlaevis2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2560,drosophila2probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2561,ecoli2probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2562,chimp.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.7.0)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2563,ecoli2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2564,hgu95dprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2565,human610quadv1bCrlmm,1.0.2,Artistic-2.0,,utils,,AnnotationData,2.7,2010-10-18
2566,hgu219cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2567,hgu95d.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2568,gahgu95av2.db,2.1.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.5.24)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2569,gahgu133bcdf,2.1.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2570,lumiHumanAll.db,1.12.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.5.23),org.Hs.eg.db","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2571,hgu95ecdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2572,mouse430a2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2573,gahgu133acdf,2.1.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2574,bsubtilisprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2575,IlluminaHumanMethylation27k.db,1.4.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.9),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2576,POCRCannotation.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2577,hgu95av2,2.2.0,"The Artistic License, Version 2.0",R (>= 2.4.0),,,AnnotationData,2.7,2010-10-18
2578,DO.db,2.1.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.9.7)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2579,htratfocuscdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2580,drosophila2.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Dm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2581,ygs98cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2582,ragene11stprobeset.db,2.0.2,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2583,mgu74bcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2584,indac.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Dm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2585,ye6100subacdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2586,rnu34.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2587,mogene10sttranscriptcluster.db,6.0.1,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2588,mouse4302.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2589,chickencdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2590,rtu34.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2591,mguatlas5k.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2592,lumiMouseAll.db,1.12.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.5.23),org.Mm.eg.db","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2593,xlaevis.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Xl.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2594,vitisviniferaprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2595,illuminaHumanv2.db,1.8.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2596,hgfocus.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2597,mm24kresogen.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2598,drosgenome1.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Dm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2599,hgu95acdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2600,org.Hs.ipi.db,1.3.0,"The Artistic License, Version 2.0","R(>= 2.12.0), methods,AnnotationDbi(>= 1.3.12),PAnnBuilder(>= 1.3.0)","methods,AnnotationDbi,PAnnBuilder",,AnnotationData,2.7,2010-10-18
2601,hom.At.inp.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2602,illuminaRatv1BeadID.db,1.8.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2603,hgu95av2probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2604,riceprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2605,rgu34bcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2606,nugohs1a520180cdf,2.2.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2607,hgu133a2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2608,illuminaMousev1p1BeadID.db,1.8.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2609,mu19ksubb.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2610,rat2302probe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2611,KEGG.db,2.4.5,file LICENSE,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2612,MmAgilentDesign026655.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2613,Norway981.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2614,mgug4122a.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2615,hgu133plus2cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2616,pd.081229.hg18.promoter.medip.hx1,0.99.3,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2617,org.Dm.eg.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2618,ye6100subdcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2619,hgu95av2.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2620,htmg430bcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2621,celeganscdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2622,m20kcod.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2623,rhesus.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.7.0)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2624,hu35ksubaprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2625,org.Ce.eg.db,2.4.6,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2626,hgu95c.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2627,pig.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2628,test1cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2629,mu19ksubccdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2630,HuExExonProbesetLocationHg18,0.0.2,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.8.0)",,,AnnotationData,2.7,2010-10-18
2631,illuminaHumanv2BeadID.db,1.8.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2632,worm.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2633,cottoncdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2634,hugene11stprobeset.db,2.0.2,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Hs.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2635,mgu74a.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2636,hu35ksubbcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2637,chicken.db0,2.4.6,"The Artistic License, Version 2.0","R (>= 2.7.0), methods,AnnotationDbi(>= 1.1.28)","methods,AnnotationDbi",,AnnotationData,2.7,2010-10-18
2638,HuExExonProbesetLocationHg19,0.0.3,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2639,Mu22v3.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2640,xenopuslaeviscdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2641,mogene10stv1cdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2642,humanomni1quadv1bCrlmm,1.0.3,Artistic-2.0,,utils,,AnnotationData,2.7,2010-10-18
2643,gahgu95bprobe,2.1.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.5.24)",,,AnnotationData,2.7,2010-10-18
2644,hu35ksubbprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2645,sugarcanecdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2646,pd.cytogenetics.array,1.1.0,Artistic-2.0,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI","Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,AnnotationData,2.7,2010-10-18
2647,mpedbarray.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2648,hu6800subacdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2649,bovine.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Bt.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2650,BSgenome.Amellifera.UCSC.apiMel2,1.3.16,Artistic-2.0,BSgenome(>= 1.14.0),BSgenome,,AnnotationData,2.7,2010-10-18
2651,human650v3aCrlmm,1.0.2,Artistic-2.0,,utils,,AnnotationData,2.7,2010-10-18
2652,Mu15v1.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2653,RnAgilentDesign028282.db,2.4.5,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Rn.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2654,agprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2655,m10kcod.db,2.9.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
2656,wheatcdf,2.7.0,LGPL,utils,,,AnnotationData,2.7,2010-10-18
2657,hthgu133aprobe,2.7.0,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.8)",,,AnnotationData,2.7,2010-10-18
2658,illuminaMousev1BeadID.db,1.8.0,Artistic-2.0,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.11.8),org.Mm.eg.db(>= 2.4.5)","methods,AnnotationDbi",annotate,AnnotationData,2.7,2010-10-18
