,biocViews,Enhances,LinkingTo,License,URL,Imports,Suggests Me,Suggests,Depends,Version,SystemRequirements,Imports Me,Depends On Me
org.MeSH.Pto.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Ptr.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Rno.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.COL.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.ED98.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.M013.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.MRSA252.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.MSHR1132.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.MSSA476.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.MW2.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.Mu3.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.Mu50.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.N315.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.Newman.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.RF122.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.USA300FPR3757.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.USA300TCH1516.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sau.VC40.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sce.S288c.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sco.A32.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Sil.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Spo.972h.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Spu.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Ssc.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Syn.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,meshr
org.MeSH.Tbr.9274.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Tgo.ME49.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Tgu.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Vvi.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Xla.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Xtr.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.MeSH.Zma.db,"Annotation,AnnotationData,Infrastructure",,,Artistic-2.0,,,,"RUnit,BiocGenerics","R (>= 3.0.1),MeSHDbi",1.2.0,,,
org.Mm.eg.db,"AnnotationData,Mus_musculus,OrgDb,mouseLLMappings",,,Artistic-2.0,,"methods,AnnotationDbi","annotate,compEpiTools,csaw,gCMAPWeb,GeneAnswers,GenomicFeatures,girafe,HTSanalyzeR,MLP,MmPalateMiRNA,oneChannelGUI,pathview,ReportingTools,RpsiXML,rTRM","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,"DOQTL,rTRMui","illuminaMousev1.db,illuminaMousev1p1.db,illuminaMousev2.db,lumiMouseAll.db,m10kcod.db,m20kcod.db,mgu74a.db,mgu74av2.db,mgu74b.db,mgu74bv2.db,mgu74c.db,mgu74cv2.db,mguatlas5k.db,mgug4104a.db,mgug4120a.db,mgug4121a.db,mgug4122a.db,mi16cod.db,mm24kresogen.db,MmAgilentDesign026655.db,moe430a.db,moe430b.db,moex10stprobeset.db,moex10sttranscriptcluster.db,mogene10stprobeset.db,mogene10sttranscriptcluster.db,mogene11stprobeset.db,mogene11sttranscriptcluster.db,mogene20stprobeset.db,mogene20sttranscriptcluster.db,mogene21stprobeset.db,mogene21sttranscriptcluster.db,mouse4302.db,mouse430a2.db,mpedbarray.db,mta10stprobeset.db,mta10sttranscriptcluster.db,mu11ksuba.db,mu11ksubb.db,Mu15v1.db,mu19ksuba.db,mu19ksubb.db,mu19ksubc.db,Mu22v3.db,Mus.musculus,mwgcod.db,nugomm1a520177.db"
org.Mmu.eg.db,"AnnotationData,Macaca_mulatta,OrgDb",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,
org.Pf.plasmo.db,"AnnotationData,OrgDb,Plasmodium_falciparum",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,
org.Pt.eg.db,"AnnotationData,OrgDb,Pan_troglodytes",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,
org.Rn.eg.db,"AnnotationData,OrgDb,Rattus_norvegicus,ratLLMappings",,,Artistic-2.0,,"methods,AnnotationDbi","GeneAnswers,HTSanalyzeR,MLP,oneChannelGUI,RpsiXML","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,"adme16cod.db,illuminaRatv1.db,lumiRatAll.db,r10kcod.db,rae230a.db,rae230b.db,raex10stprobeset.db,raex10sttranscriptcluster.db,ragene10stprobeset.db,ragene10sttranscriptcluster.db,ragene11stprobeset.db,ragene11sttranscriptcluster.db,ragene20stprobeset.db,ragene20sttranscriptcluster.db,ragene21stprobeset.db,ragene21sttranscriptcluster.db,rat2302.db,Rattus.norvegicus,rgu34a.db,rgu34b.db,rgu34c.db,rguatlas4k.db,rgug4105a.db,rgug4130a.db,rgug4131a.db,ri16cod.db,RnAgilentDesign028282.db,rnu34.db,rtu34.db,rwgcod.db"
org.Sc.sgd.db,"AnnotationData,OrgDb,Saccharomyces_cerevisiae",,,Artistic-2.0,,"methods,AnnotationDbi","AnnotationDbi,Category,fastLiquidAssociation,FGNet,GenomicRanges,leeBamViews,PCpheno,ppiData,RpsiXML,SANTA,SLGI,yeastExpData","annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,"apComplex,ScISI","LiquidAssociation,yeast2.db,ygs98.db"
org.Sco.eg.db,"AnnotationData,Streptomyces_coelicolor",,,Artistic-2.0,,"methods,AnnotationDbi",,annotate,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.9.7)",2.4.2,,,
org.Ss.eg.db,"AnnotationData,OrgDb,Sus_scrofa",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,porcine.db
org.Tgondii.eg.db,"AnnotationData,annotation",,,Artistic-2.0,,"methods,AnnotationDbi",,annotate,"R (>= 2.7.0), methods,AnnotationDbi(>= 1.16.11)",1.0,,,
org.Xl.eg.db,"AnnotationData,OrgDb,Xenopus_laevis",,,Artistic-2.0,,"methods,AnnotationDbi",,"annotate,RUnit","R (>= 2.7.0), methods,AnnotationDbi(>= 1.27.15)",3.0.0,,,xlaevis.db
paeg1acdf,"AffymetrixChip,AnnotationData,Pseudomonas_aeruginosa,cdf,paeg1a",,,LGPL,,AnnotationDbi,,,utils,2.15.0,,,
paeg1aprobe,"AffymetrixChip,AnnotationData,Pseudomonas_aeruginosa,paeg1a,probe",,,LGPL,,,,,"R (>= 1.6),AnnotationDbi(>= 1.7.17)",2.15.0,,,
pd.081229.hg18.promoter.medip.hx1,AnnotationData,,,Artistic-2.0,,"Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI",0.99.4,,,
pd.2006.07.18.hg18.refseq.promoter,AnnotationData,,,Artistic-2.0,,"Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",oligoData,,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI",1.8.1,,,
pd.2006.07.18.mm8.refseq.promoter,AnnotationData,,,Artistic-2.0,,"Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI",0.99.3,,,
pd.2006.10.31.rn34.refseq.promoter,AnnotationData,,,Artistic-2.0,,"Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI",0.99.3,,,
pd.ag,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.aragene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.aragene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.ath1.121501,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.barley1,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.bovgene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.bovgene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.bovine,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.bsubtilis,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.cangene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.cangene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.canine,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.canine.2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.celegans,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.charm.hg18.example,AnnotationData,,,Artistic-2.0,,"Biostrings(>= 2.29.2),IRanges(>= 1.19.5)",,,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI",0.99.4,,,charmData
pd.chicken,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.chigene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.chigene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.chogene.2.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.chogene.2.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.citrus,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.cotton,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.cyngene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.cyngene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.cyrgene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.cyrgene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.cytogenetics.array,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.drogene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.drogene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.drosgenome1,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.drosophila.2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.e.coli.2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.ecoli,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.ecoli.asv2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.elegene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.elegene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.equgene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.equgene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.feinberg.hg18.me.hx1,AnnotationData,,,Artistic-2.0,,"Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI",0.99.3,,,
pd.feinberg.mm8.me.hx1,AnnotationData,,,Artistic-2.0,,"Biostrings(>= 2.13.50),IRanges(>= 1.3.89)",,,"R (>= 2.11.0), methods,RSQLite(>= 0.7-1),oligoClasses(>= 1.9.30),oligo(>= 1.11.18),DBI",0.99.3,,,
pd.felgene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.felgene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.fingene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.fingene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.genomewidesnp.5,AnnotationData,,,Artistic-2.0,,,"cn.farms,oligoClasses",,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.genomewidesnp.6,AnnotationData,,,Artistic-2.0,,,"cn.farms,oligoClasses",,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.guigene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.guigene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hc.g110,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.focus,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
